commit_URL,is_bugfix,obs
"=HYPERLINK(""https://github.com/aztfmod/terraform-azurerm-caf/commit/2b0b54290872dcc333cb1c8880fe2e68829ea723"")",,
"=HYPERLINK(""https://github.com/hashicorp/terraform-aws-vault/commit/19b8629eccd242481db85a9d4a2848aa8fd68d6e"")",,
"=HYPERLINK(""https://github.com/kubernetes/k8s.io/commit/c900bc3d4768a4e58e2f4923a52ba1a1e329543f"")",,
"=HYPERLINK(""https://github.com/cloudposse/terraform-aws-components/commit/46d8afa6bde8527827910cd1f9ade0c26944a330"")",,
"=HYPERLINK(""https://github.com/hashicorp/terraform-provider-aws/commit/cab10a1884a04e8065ac2b0ceedc92da71cffcfd"")",,
"=HYPERLINK(""https://github.com/aws-ia/terraform-aws-eks-blueprints/commit/093574f79a50413b961376d9ec0310bda6b514b9"")",,
"=HYPERLINK(""https://github.com/ministryofjustice/modernisation-platform/commit/d475c831d043665038c9f96a837bb215fd631e01"")",,
"=HYPERLINK(""https://github.com/GoogleCloudPlatform/cloud-foundation-fabric/commit/eddef7e5b6ba2baae5debb10dadb3faa87daeeb5"")",,
"=HYPERLINK(""https://github.com/terraform-google-modules/terraform-google-kubernetes-engine/commit/1b7a845714cd86cbc3fbb7bf782b868330ca5fe9"")",,
"=HYPERLINK(""https://github.com/terraform-google-modules/terraform-google-kubernetes-engine/commit/e11a8225286f9b744f6110aaed0e4b1b3e058953"")",,
"=HYPERLINK(""https://github.com/ministryofjustice/modernisation-platform/commit/8c411f19d65db81b8f51810f0e0e12c7dc11830a"")",,
"=HYPERLINK(""https://github.com/ministryofjustice/modernisation-platform/commit/efc4983f0659a1d4aca41646dd514961637eb282"")",,
"=HYPERLINK(""https://github.com/aztfmod/terraform-azurerm-caf/commit/0422b58551341b569cf17703c686bba62da15f54"")",,
"=HYPERLINK(""https://github.com/Azure/terraform/commit/191572bc6b9cb2ba33912ff17ef18473d64f09e5"")",,
"=HYPERLINK(""https://github.com/terraform-aws-modules/terraform-aws-eks/commit/81706207fc8bac5b8c4649e8468617127f2a83f1"")",,
"=HYPERLINK(""https://github.com/GoogleCloudPlatform/cloud-foundation-fabric/commit/dc3778302286108e2e46ffbaf0a6b3287b3c9870"")",,
"=HYPERLINK(""https://github.com/GoogleCloudPlatform/cloud-foundation-fabric/commit/950ad088e9052c6fb37fe367451c42b12701e3d3"")",,
"=HYPERLINK(""https://github.com/Azure/terraform/commit/c5185847d958f9b1327bc5409f0ea761c526c1b9"")",,
"=HYPERLINK(""https://github.com/terraform-google-modules/terraform-google-kubernetes-engine/commit/647ffd334202239302e354eb8aea5c1cae6c22b1"")",,
"=HYPERLINK(""https://github.com/kbst/terraform-kubestack/commit/a9ab01609fdd111b5168b60b3073efdfca6ce7a6"")",,
"=HYPERLINK(""https://github.com/GoogleCloudPlatform/cloud-foundation-fabric/commit/4bbe83ee75823abc50279149f5729cda81a1af0b"")",,
"=HYPERLINK(""https://github.com/GoogleCloudPlatform/cloud-foundation-fabric/commit/0704a0ad3057481b772b89ea317771da7f18ede0"")",,
"=HYPERLINK(""https://github.com/terraform-google-modules/terraform-google-kubernetes-engine/commit/83eae9823a6453fa5f6787af8184f306ca53a134"")",,
"=HYPERLINK(""https://github.com/terraform-aws-modules/terraform-aws-eks/commit/91eb56f4aa321c2a396704da34e51ece9c44c13d"")",,
"=HYPERLINK(""https://github.com/ministryofjustice/modernisation-platform/commit/30844378cb5b955c0d35e0dda52f7e024ff555a3"")",,
"=HYPERLINK(""https://github.com/poseidon/typhoon/commit/46196af5009fb2abef89a979248cb4bd55c6b941"")",,
"=HYPERLINK(""https://github.com/cattle-ops/terraform-aws-gitlab-runner/commit/800c2643d90cfd7e69a8eeec352a38683e73a2ac"")",,
"=HYPERLINK(""https://github.com/GoogleCloudPlatform/cloud-foundation-fabric/commit/2423fd40c110a35cdac6a1105c90b4e30e273c5a"")",,
"=HYPERLINK(""https://github.com/GoogleCloudPlatform/cloud-foundation-fabric/commit/2664161c24a1ff21301425c77b1abab653c3cbb4"")",,
"=HYPERLINK(""https://github.com/ministryofjustice/modernisation-platform/commit/7f6e5257164e269033c58eafa07e780089ae1372"")",,
"=HYPERLINK(""https://github.com/aztfmod/terraform-azurerm-caf/commit/8d9b8d338508387affbbc3e2170c2fe115eb1135"")",,
"=HYPERLINK(""https://github.com/maddevsio/aws-eks-base/commit/61f08790e8f5a11f9542834d2307c1ce91650e30"")",,
"=HYPERLINK(""https://github.com/ministryofjustice/modernisation-platform/commit/6ed45e12dcdad45f033ed5fe8f9829f83090a43b"")",,
"=HYPERLINK(""https://github.com/github-aws-runners/terraform-aws-github-runner/commit/a8cba4e3795c6105636530ede9360e3123c92c3a"")",,
"=HYPERLINK(""https://github.com/GoogleCloudPlatform/cloud-foundation-fabric/commit/109bd80f431846d9156a98f3457c67086ca1ad05"")",,
"=HYPERLINK(""https://github.com/ministryofjustice/modernisation-platform/commit/7d8515be3d1411bd0f5dc7b0b812b0a49834979d"")",,
"=HYPERLINK(""https://github.com/Azure/caf-terraform-landingzones/commit/16ec76fc76ba6246de68b229347aec841ae50a84"")",,
"=HYPERLINK(""https://github.com/GoogleCloudPlatform/cloud-foundation-fabric/commit/95e953c69bf544bd5afc4d0a1ba975fbb9de125b"")",,
"=HYPERLINK(""https://github.com/ministryofjustice/modernisation-platform/commit/0edfbdd11f6f3fc89cab5138f50c0f6dc8502629"")",,
"=HYPERLINK(""https://github.com/chainguard-images/images/commit/97ae203084364a320a878a0b8773ab44ccd256fd"")",,
