commit_URL,is_bugfix,obs
"=HYPERLINK(""https://github.com/aztfmod/terraform-azurerm-caf/commit/2b0b54290872dcc333cb1c8880fe2e68829ea723"")",,
"=HYPERLINK(""https://github.com/hashicorp/terraform-aws-vault/commit/19b8629eccd242481db85a9d4a2848aa8fd68d6e"")",,
"=HYPERLINK(""https://github.com/kubernetes/k8s.io/commit/c900bc3d4768a4e58e2f4923a52ba1a1e329543f"")",,
"=HYPERLINK(""https://github.com/cloudposse/terraform-aws-components/commit/46d8afa6bde8527827910cd1f9ade0c26944a330"")",,
"=HYPERLINK(""https://github.com/hashicorp/terraform-provider-aws/commit/cab10a1884a04e8065ac2b0ceedc92da71cffcfd"")",,
"=HYPERLINK(""https://github.com/aws-ia/terraform-aws-eks-blueprints/commit/093574f79a50413b961376d9ec0310bda6b514b9"")",,
"=HYPERLINK(""https://github.com/ministryofjustice/modernisation-platform/commit/d475c831d043665038c9f96a837bb215fd631e01"")",,
"=HYPERLINK(""https://github.com/GoogleCloudPlatform/cloud-foundation-fabric/commit/eddef7e5b6ba2baae5debb10dadb3faa87daeeb5"")",,
"=HYPERLINK(""https://github.com/terraform-google-modules/terraform-google-kubernetes-engine/commit/1b7a845714cd86cbc3fbb7bf782b868330ca5fe9"")",,
"=HYPERLINK(""https://github.com/terraform-google-modules/terraform-google-kubernetes-engine/commit/e11a8225286f9b744f6110aaed0e4b1b3e058953"")",,
"=HYPERLINK(""https://github.com/ministryofjustice/modernisation-platform/commit/8c411f19d65db81b8f51810f0e0e12c7dc11830a"")",,
"=HYPERLINK(""https://github.com/ministryofjustice/modernisation-platform/commit/efc4983f0659a1d4aca41646dd514961637eb282"")",,
"=HYPERLINK(""https://github.com/aztfmod/terraform-azurerm-caf/commit/0422b58551341b569cf17703c686bba62da15f54"")",,
"=HYPERLINK(""https://github.com/Azure/terraform/commit/191572bc6b9cb2ba33912ff17ef18473d64f09e5"")",,
"=HYPERLINK(""https://github.com/terraform-aws-modules/terraform-aws-eks/commit/81706207fc8bac5b8c4649e8468617127f2a83f1"")",,
"=HYPERLINK(""https://github.com/GoogleCloudPlatform/cloud-foundation-fabric/commit/dc3778302286108e2e46ffbaf0a6b3287b3c9870"")",,
"=HYPERLINK(""https://github.com/GoogleCloudPlatform/cloud-foundation-fabric/commit/950ad088e9052c6fb37fe367451c42b12701e3d3"")",,
"=HYPERLINK(""https://github.com/aztfmod/terraform-azurerm-caf/commit/7a1bcf37ff0318e4abd10631c6f48663c008cd2b"")",,
"=HYPERLINK(""https://github.com/GoogleCloudPlatform/cloud-foundation-fabric/commit/fff27f600386107e1daa6d6b9dd0a12e6f1a7dba"")",,
"=HYPERLINK(""https://github.com/ministryofjustice/modernisation-platform/commit/0bc649f416c5e02149fa059f94e5b52784dfa085"")",,
"=HYPERLINK(""https://github.com/kube-hetzner/terraform-hcloud-kube-hetzner/commit/313a0c5c74399cf6ab63dc962f0558c88b3127fa"")",,
"=HYPERLINK(""https://github.com/kbst/terraform-kubestack/commit/041e258c22aa87594ffa1c865d62e1726f04af2f"")",,
"=HYPERLINK(""https://github.com/coder/coder/commit/d571996c536ffe2541b5c08f47db600a41e6516e"")",,
"=HYPERLINK(""https://github.com/poseidon/typhoon/commit/fcbee123342edbe210296b9846fbb03dbf1f5310"")",,
"=HYPERLINK(""https://github.com/GoogleCloudPlatform/cloud-foundation-fabric/commit/aa9b01cb77f6399dae1ffd938afce87fb29159cb"")",,
"=HYPERLINK(""https://github.com/terraform-aws-modules/terraform-aws-eks/commit/905d9f05a9c7253aefdcb219f14fd57c2d73035c"")",,
"=HYPERLINK(""https://github.com/kz8s/tack/commit/ccb2751389019fadd01c8d711df31bc0641fc1ab"")",,
"=HYPERLINK(""https://github.com/ministryofjustice/modernisation-platform/commit/381d8906167b27c653a4fa82ce1880e05d5d7bd2"")",,
"=HYPERLINK(""https://github.com/kube-hetzner/terraform-hcloud-kube-hetzner/commit/7833fd7ed9df2dba9c8c76f419f49f15f24eb7ac"")",,
"=HYPERLINK(""https://github.com/GoogleCloudPlatform/cloud-foundation-fabric/commit/46f694be082aa5c42e39094143acadbc1f2181be"")",,
"=HYPERLINK(""https://github.com/chainguard-images/images/commit/0dc6a06815e0181fa09e8a0ee539b0b157671078"")",,
"=HYPERLINK(""https://github.com/aws-ia/terraform-aws-eks-blueprints/commit/eb0efb0e5e54f4d493d2efa5d88b306e09fda01a"")",,
"=HYPERLINK(""https://github.com/coreos/tectonic-installer/commit/1073b96ef7c168cd175f2dd86d11c7e9e3de9797"")",,
"=HYPERLINK(""https://github.com/hashicorp/terraform/commit/a6ca01f49d8af10bd127f273cd011da57a0880c5"")",,
"=HYPERLINK(""https://github.com/terraform-google-modules/terraform-google-kubernetes-engine/commit/22896b0835a4f68aed92c5330c1e9a65faa97a1c"")",,
"=HYPERLINK(""https://github.com/aztfmod/terraform-azurerm-caf/commit/41a721b7e63b3a6fed2c64fc75883e6675c35f89"")",,
"=HYPERLINK(""https://github.com/chainguard-images/images/commit/a8d231fcaf3834cec649fa087087fa314142a0c6"")",,
"=HYPERLINK(""https://github.com/GoogleCloudPlatform/cloud-foundation-fabric/commit/acd67196029afa44cf7e6a1bbf7e2458aa13f63e"")",,
"=HYPERLINK(""https://github.com/Orange-Cyberdefense/GOAD/commit/c98615fa552f31676022fe04ef5096a7abf2afa5"")",,
"=HYPERLINK(""https://github.com/ministryofjustice/modernisation-platform/commit/47893acfe9298f35709b81b7c55ddc8c2dd5708b"")",,
